image_path,xmin,ymin,xmax,ymax,bird_px,box_px,box_measured,img_w,img_h,label,species_resolved,frame,legend_row,class_name,species,category,match_score,candidates,candidate_scores,x_orig,y_orig,shot_x,shot_y,in_bounds,assigned,exported,box_provisional,align_model,align_reproj_err,band,year,colony
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,803.47,49.18,819.47,65.18,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.388,0|1,0.388|0.359,811.47,57.18,209.0,51.5,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,883.46,47.18,899.46,63.18,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.799,0|1,0.799|0.645,891.46,55.18,229.0,51.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,887.46,55.18,903.46,71.18,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.812,0|1,0.812|0.732,895.46,63.18,230.0,53.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,959.45,35.19,975.45,51.19,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.171,0|1,0.171|0.054,967.45,43.19,248.0,48.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,959.45,59.19,975.45,75.19,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.363,1|0,0.39|0.363,967.45,67.19,248.0,54.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,959.45,79.19,975.45,95.19,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.322,1|0,0.409|0.322,967.45,87.19,248.0,59.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1031.44,67.19,1047.44,83.19,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.3,1|0,0.38|0.3,1039.44,75.19,266.0,56.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1035.44,71.19,1051.44,87.19,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.286,1|0,0.397|0.286,1043.44,79.19,267.0,57.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1071.44,47.2,1087.44,63.2,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.283,1|0,0.445|0.283,1079.44,55.2,276.0,51.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1053.44,79.2,1069.44,95.2,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.396,1|0,0.506|0.396,1061.44,87.2,271.5,59.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2317.25,103.31,2333.25,119.31,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.813,0|1,0.813|0.758,2325.25,111.31,587.5,65.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2311.25,107.31,2327.25,123.31,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.445,1|0,0.712|0.445,2319.25,115.31,586.0,66.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2297.25,111.3,2313.25,127.3,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.284,1|0,0.53|0.284,2305.25,119.3,582.5,67.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2283.25,115.3,2299.25,131.3,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.575,1|0,0.753|0.575,2291.25,123.3,579.0,68.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2279.25,119.3,2295.25,135.3,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.677,1|0,0.797|0.677,2287.25,127.3,578.0,69.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2273.25,139.3,2289.25,155.3,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.735,1|0,0.841|0.735,2281.25,147.3,576.5,74.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,679.49,123.15,695.49,139.15,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.08,1|0,0.238|0.08,687.49,131.15,178.0,70.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,691.48,123.16,707.48,139.16,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.24,1|0,0.414|0.24,699.48,131.16,181.0,70.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,723.48,145.16,739.48,161.16,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.286,1|0,0.477|0.286,731.48,153.16,189.0,75.5,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,747.48,123.16,763.48,139.16,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.592,1|0,0.71|0.592,755.48,131.16,195.0,70.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,759.47,151.16,775.47,167.16,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.576,1|0,0.706|0.576,767.47,159.16,198.0,77.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,777.25,134.72,793.25,150.72,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.295,1|0,0.486|0.295,785.25,142.72,202.44,72.89,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,808.72,138.16,824.72,154.16,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.329,1|0,0.492|0.329,816.72,146.16,210.31,73.75,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2231.25,179.29,2247.25,195.29,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.657,0|1,0.657|0.583,2239.25,187.29,566.0,84.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2271.25,179.29,2287.25,195.29,12.0,16.0,True,3504,2336,LAGU stand,True,07May10Camera1-Card1-0483,1.0,LAGU stand,LAGU,stand,0.944,1|0,0.944|0.746,2279.25,187.29,576.0,84.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2265.91,185.96,2281.91,201.96,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.643,1|0,0.904|0.643,2273.91,193.96,574.67,85.67,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2213.25,215.28,2229.25,231.28,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.76,1|0,0.864|0.76,2221.25,223.28,561.5,93.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2053.27,239.26,2069.27,255.26,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.796,0|1,0.796|0.713,2061.27,247.26,521.5,99.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2111.26,239.27,2127.26,255.27,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.739,1|0,0.846|0.739,2119.26,247.27,536.0,99.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2059.27,243.26,2075.27,259.26,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.627,0|1,0.627|0.501,2067.27,251.26,523.0,100.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2075.27,275.26,2091.27,291.26,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.38,1|0,0.54|0.38,2083.27,283.26,527.0,108.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2055.27,299.25,2071.27,315.25,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.325,1|0,0.476|0.325,2063.27,307.25,522.0,114.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2047.27,307.25,2063.27,323.25,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.263,1|0,0.406|0.263,2055.27,315.25,520.0,116.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2011.27,315.25,2027.27,331.25,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.439,1|0,0.464|0.439,2019.27,323.25,511.0,118.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2007.27,319.25,2023.27,335.25,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.3,1|0,0.423|0.3,2015.27,327.25,510.0,119.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1943.28,323.24,1959.28,339.24,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.424,1|0,0.658|0.424,1951.28,331.24,494.0,120.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1947.28,327.24,1963.28,343.24,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.056,1|0,0.425|0.056,1955.28,335.24,495.0,121.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1959.28,327.24,1975.28,343.24,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,-0.001,1|0,0.242|-0.001,1967.28,335.24,498.0,121.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1991.27,345.24,2007.27,361.24,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.522,1|0,0.826|0.522,1999.27,353.24,506.0,125.5,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1989.27,355.24,2005.27,371.24,12.0,16.0,True,3504,2336,UNTE bird,True,07May10Camera1-Card1-0483,0.0,UNTE bird,UNTE,bird,0.619,1|0,0.788|0.619,1997.27,363.24,505.5,128.0,True,True,True,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2959.12,407.32,2975.12,423.32,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,2967.12,415.32,748.0,141.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2991.12,407.32,3007.12,423.32,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,2999.12,415.32,756.0,141.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3011.12,407.33,3027.12,423.33,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3019.12,415.33,761.0,141.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3039.11,407.33,3055.11,423.33,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3047.11,415.33,768.0,141.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3075.11,407.33,3091.11,423.33,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3083.11,415.33,777.0,141.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3147.1,407.34,3163.1,423.34,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3155.1,415.34,795.0,141.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3211.09,407.34,3227.09,423.34,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3219.09,415.34,811.0,141.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3099.1,421.33,3115.1,437.33,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3107.1,429.33,783.0,144.5,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3191.09,419.34,3207.09,435.34,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3199.09,427.34,806.0,144.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3115.1,423.33,3131.1,439.33,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3123.1,431.33,787.0,145.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3131.1,423.33,3147.1,439.33,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3139.1,431.33,791.0,145.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2959.12,439.32,2975.12,455.32,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,2967.12,447.32,748.0,149.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3291.08,407.35,3307.08,423.35,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3299.08,415.35,831.0,141.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3267.08,427.35,3283.08,443.35,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3275.08,435.35,825.0,146.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3363.06,407.36,3379.06,423.36,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3371.06,415.36,849.0,141.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3387.06,407.36,3403.06,423.36,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3395.06,415.36,855.0,141.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3493.05,407.37,3503.0,423.37,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3501.05,415.37,881.5,141.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3339.07,419.35,3355.07,435.35,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3347.07,427.35,843.0,144.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3473.05,423.37,3489.05,439.37,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3481.05,431.37,876.5,145.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3449.05,427.36,3465.05,443.36,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3457.05,435.36,870.5,146.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,3419.05,447.36,3435.05,463.36,12.0,16.0,True,3504,2336,Bird,False,07May10Camera1-Card1-0483,,,,,,,,3427.05,455.36,863.0,151.0,True,False,False,True,similarity,0.589,medium,2010,Chandeleur North A
