image_path,xmin,ymin,xmax,ymax,label
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,959.45,35.19,975.45,51.19,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,959.45,59.19,975.45,75.19,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,959.45,79.19,975.45,95.19,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1031.44,67.19,1047.44,83.19,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1035.44,71.19,1051.44,87.19,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1071.44,47.2,1087.44,63.2,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1053.44,79.2,1069.44,95.2,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2317.25,103.31,2333.25,119.31,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2311.25,107.31,2327.25,123.31,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2297.25,111.3,2313.25,127.3,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2283.25,115.3,2299.25,131.3,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2279.25,119.3,2295.25,135.3,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2273.25,139.3,2289.25,155.3,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,679.49,123.15,695.49,139.15,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,691.48,123.16,707.48,139.16,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,723.48,145.16,739.48,161.16,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,747.48,123.16,763.48,139.16,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,759.47,151.16,775.47,167.16,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,777.25,134.72,793.25,150.72,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,808.72,138.16,824.72,154.16,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2231.25,179.29,2247.25,195.29,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2271.25,179.29,2287.25,195.29,LAGU stand
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2265.91,185.96,2281.91,201.96,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2213.25,215.28,2229.25,231.28,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2053.27,239.26,2069.27,255.26,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2111.26,239.27,2127.26,255.27,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2059.27,243.26,2075.27,259.26,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2075.27,275.26,2091.27,291.26,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2055.27,299.25,2071.27,315.25,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2047.27,307.25,2063.27,323.25,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2011.27,315.25,2027.27,331.25,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2007.27,319.25,2023.27,335.25,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1943.28,323.24,1959.28,339.24,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1947.28,327.24,1963.28,343.24,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1959.28,327.24,1975.28,343.24,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1991.27,345.24,2007.27,361.24,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1989.27,355.24,2005.27,371.24,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1927.27,443.22,1943.27,459.22,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1891.28,451.22,1907.28,467.22,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1883.28,455.22,1899.28,471.22,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1879.28,463.21,1895.28,479.21,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1983.26,467.22,1999.26,483.22,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2003.26,467.23,2019.26,483.23,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1923.27,493.21,1939.27,509.21,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1923.27,531.21,1939.27,547.21,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1919.27,535.21,1935.27,551.21,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1935.26,539.21,1951.26,555.21,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1907.27,559.2,1923.27,575.2,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1871.27,579.2,1887.27,595.2,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1631.31,529.18,1647.31,545.18,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1623.31,539.18,1639.31,555.18,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1619.31,555.18,1635.31,571.18,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1811.28,533.2,1827.28,549.2,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1807.28,543.2,1823.28,559.2,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1971.26,535.21,1987.26,551.21,LAGU stand
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1969.26,547.21,1985.26,563.21,LAGU stand
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1711.29,655.17,1727.29,671.17,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1703.28,693.16,1719.28,709.16,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1707.28,699.16,1723.28,715.16,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1703.28,723.16,1719.28,739.16,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1757.27,715.17,1773.27,731.17,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1775.27,729.17,1791.27,745.17,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1489.31,755.14,1505.31,771.14,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1483.31,771.13,1499.31,787.13,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1503.3,789.13,1519.3,805.13,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1461.3,887.11,1477.3,903.11,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1447.3,891.11,1463.3,907.11,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1435.3,895.11,1451.3,911.11,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1419.31,903.11,1435.31,919.11,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1415.31,915.11,1431.31,931.11,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1328.65,953.76,1344.65,969.76,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1335.31,963.09,1351.31,979.09,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1339.31,979.09,1355.31,995.09,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1299.31,1019.08,1315.31,1035.08,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1311.31,1031.08,1327.31,1047.08,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1315.31,1039.08,1331.31,1055.08,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1319.31,1059.08,1335.31,1075.08,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1283.31,1071.07,1299.31,1087.07,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1251.31,1091.06,1267.31,1107.06,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1235.32,1095.06,1251.32,1111.06,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1255.31,1095.06,1271.31,1111.06,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1163.33,1107.05,1179.33,1123.05,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1175.32,1111.05,1191.32,1127.05,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1223.32,1111.06,1239.32,1127.06,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1203.32,1115.06,1219.32,1131.06,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1171.32,1151.05,1187.32,1167.05,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1167.32,1163.05,1183.32,1179.05,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1087.33,1215.03,1103.33,1231.03,LAGU stand
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1101.32,1219.03,1117.32,1235.03,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1069.33,1223.03,1085.33,1239.03,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1127.32,1235.03,1143.32,1251.03,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1173.98,1240.37,1189.98,1256.37,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1147.31,1243.03,1163.31,1259.03,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1183.31,1255.03,1199.31,1271.03,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1037.33,1255.02,1053.33,1271.02,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1047.33,1259.02,1063.33,1275.02,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1055.33,1265.02,1071.33,1281.02,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1059.33,1271.02,1075.33,1287.02,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1063.32,1289.02,1079.32,1305.02,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,1083.32,1307.02,1099.32,1323.02,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,873.35,1291.0,889.35,1307.0,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,867.35,1299.0,883.35,1315.0,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,863.35,1303.0,879.35,1319.0,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,979.34,1291.01,995.34,1307.01,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,959.34,1303.01,975.34,1319.01,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,955.34,1311.0,971.34,1327.0,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,931.34,1335.0,947.34,1351.0,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,903.34,1341.0,919.34,1357.0,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,805.36,1346.99,821.36,1362.99,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,891.34,1342.99,907.34,1358.99,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,887.34,1346.99,903.34,1362.99,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,883.34,1350.99,899.34,1366.99,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,799.36,1354.98,815.36,1370.98,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,939.33,1359.0,955.33,1375.0,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,875.34,1362.99,891.34,1378.99,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,787.36,1366.98,803.36,1382.98,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,943.33,1367.0,959.33,1383.0,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,775.36,1370.98,791.36,1386.98,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,851.35,1370.99,867.35,1386.99,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,767.36,1374.98,783.36,1390.98,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,811.35,1378.98,827.35,1394.98,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,943.33,1386.99,959.33,1402.99,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,823.35,1402.98,839.35,1418.98,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,751.36,1414.97,767.36,1430.97,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,771.35,1414.97,787.35,1430.97,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,755.36,1418.97,771.36,1434.97,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,815.35,1422.98,831.35,1438.98,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,807.35,1426.97,823.35,1442.97,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,803.35,1430.97,819.35,1446.97,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,743.35,1458.96,759.35,1474.96,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,727.36,1466.96,743.36,1482.96,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,719.36,1478.96,735.36,1494.96,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,615.37,1486.95,631.37,1502.95,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,699.36,1490.95,715.36,1506.95,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,603.37,1496.94,619.37,1512.94,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,687.36,1494.95,703.36,1510.95,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,647.36,1514.95,663.36,1530.95,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,555.38,1524.94,571.38,1540.94,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,599.37,1522.94,615.37,1538.94,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,539.38,1526.93,555.38,1542.93,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,603.37,1526.94,619.37,1542.94,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,607.37,1534.94,623.37,1550.94,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,607.37,1562.94,623.37,1578.94,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,655.36,1562.94,671.36,1578.94,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,641.36,1566.94,657.36,1582.94,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,571.37,1570.93,587.37,1586.93,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,539.37,1582.93,555.37,1598.93,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,607.36,1582.93,623.36,1598.93,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,554.04,1589.59,570.04,1605.59,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,599.36,1594.93,615.36,1610.93,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,595.36,1598.93,611.36,1614.93,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,553.37,1602.92,569.37,1618.92,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,591.36,1610.93,607.36,1626.93,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,591.36,1642.92,607.36,1658.92,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2483.1,1471.12,2499.1,1487.12,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2467.1,1479.12,2483.1,1495.12,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2451.1,1487.12,2467.1,1503.12,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,2447.1,1495.11,2463.1,1511.11,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,119.44,1580.89,135.44,1596.89,UNTE bird
high_resolution_photos/2010/Breton-Chandeleur Islands/Chandeleur North A/07May10Camera1-Card1-0483.jpg,115.44,1586.89,131.44,1602.89,LAGU stand
