image_path,xmin,ymin,xmax,ymax,label
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1717.77,475.87,1735.77,493.87,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1719.77,491.87,1737.77,509.87,LAGU bird
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1405.77,577.91,1423.77,595.91,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1445.77,577.91,1463.77,595.91,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1485.78,673.91,1503.78,691.91,LAGU bird
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1499.78,673.91,1517.78,691.91,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1481.78,681.91,1499.78,699.91,LAGU bird
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1273.79,821.94,1291.79,839.94,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1269.79,837.94,1287.79,855.94,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1265.79,853.94,1283.79,871.94,LAGU bird
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1245.79,857.95,1263.79,875.95,LAGU site
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1253.79,857.95,1271.79,875.95,LAGU site
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1637.87,1409.93,1655.87,1427.93,LAGU bird
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1621.87,1421.93,1639.87,1439.93,LAGU site
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1605.87,1429.94,1623.87,1447.94,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1585.87,1449.94,1603.87,1467.94,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1369.87,1509.97,1387.87,1527.97,LAGU site
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1365.87,1529.97,1383.87,1547.97,LAGU bird
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1353.87,1533.97,1371.87,1551.97,LAGU site
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1461.91,1853.98,1479.91,1871.98,LAGU site
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1465.92,1873.98,1483.92,1891.98,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1629.94,1975.96,1647.94,1993.96,LAGU site
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,1647.27,1975.29,1665.27,1993.29,LAGU bird
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,873.92,2210.06,891.92,2228.06,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,839.26,2248.73,857.26,2266.73,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,861.93,2254.07,879.93,2272.07,LAGU site
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,957.93,2254.05,975.93,2272.05,LAGU bird
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,869.93,2258.07,887.93,2276.07,LAGU bird
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,913.93,2262.06,931.93,2280.06,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,937.93,2262.06,955.93,2280.06,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,873.93,2266.07,891.93,2284.07,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,877.93,2274.07,895.93,2292.07,LAGU chick
high_resolution_photos/2010/Biloxi North/Martin Island/27June10Camera2-Card1-0241.jpg,909.93,2274.06,927.93,2292.06,LAGU chick
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,2729.95,303.95,2760.95,334.95,LAGU sit
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,2736.95,305.95,2767.95,336.95,LAGU sit
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,1457.96,327.93,1488.96,358.93,LAGU stand
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,1455.96,329.93,1486.96,360.93,LAGU stand
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,1423.96,339.93,1454.96,370.93,LAGU sit
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,1421.96,341.93,1452.96,372.93,LAGU sit
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,925.96,537.93,956.96,568.93,LAGU stand
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,907.96,551.93,938.96,582.93,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,2842.28,556.28,2873.28,587.28,FOTE site
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,2647.3,575.23,2678.3,606.23,LAGU sit
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,733.96,633.93,764.96,664.93,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,742.96,633.93,773.96,664.93,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,1971.95,667.94,2002.95,698.94,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,1979.95,671.94,2010.95,702.94,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,610.58,672.05,641.58,703.05,FOTE site
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,480.28,698.0,511.28,729.0,WHIB wbn
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,520.77,718.0,551.77,749.0,WHIB wbn
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,382.76,772.72,413.76,803.72,WHIB wbn
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,218.78,838.51,249.78,869.51,FOTE site
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,179.96,866.92,210.96,897.92,FOTE site
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,158.62,877.25,189.62,908.25,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,129.69,877.66,160.69,908.66,FOTE site
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,34.62,916.03,65.62,947.03,FOTE site
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,91.65,918.0,122.65,949.0,FOTE site
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,467.92,927.34,498.92,958.34,LAGU sit
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,2971.94,1091.95,3002.94,1122.95,LAGU stand
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,2969.94,1093.95,3000.94,1124.95,LAGU stand
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,3439.94,1091.95,3470.94,1122.95,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,3441.94,1093.95,3472.94,1124.95,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,3191.94,1165.95,3222.94,1196.95,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,3193.94,1167.95,3224.94,1198.95,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,3363.94,1172.95,3394.94,1203.95,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,3365.94,1181.95,3396.94,1212.95,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,3036.94,1183.95,3067.94,1214.95,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,3035.94,1192.95,3066.94,1223.95,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,2465.94,1269.94,2496.94,1300.94,FOTE bird
high_resolution_photos/2010/Biloxi South/Long Bay Island/08May10Camera1-Card1-0519.jpg,2463.94,1271.94,2494.94,1302.94,FOTE bird
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,2056.11,1256.11,2112.11,1312.11,ANHI site
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,1924.78,1446.78,1980.78,1502.78,DCCO wbn
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,1924.78,1466.77,1980.78,1522.77,DCCO adult
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,2694.76,1754.77,2750.76,1810.77,DCCO wbn
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,2690.76,1774.77,2746.76,1830.77,DCCO adult
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,2692.76,1798.77,2748.76,1854.77,DCCO wbn
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,2302.77,1930.77,2358.77,1986.77,DCCO wbn
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,2310.77,1934.77,2366.77,1990.77,DCCO adult
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,2590.77,1952.77,2646.77,2008.77,DCCO wbn
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,2612.76,1952.77,2668.76,2008.77,DCCO wbn
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,1382.79,2190.76,1438.79,2246.76,DCCO wbn
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,1362.79,2194.76,1418.79,2250.76,DCCO adult
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,774.8,2406.76,830.8,2462.76,DCCO wbn
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,786.8,2410.76,842.8,2466.76,DCCO wbn
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,788.8,2430.75,844.8,2486.75,DCCO wbn
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,1114.79,2486.75,1170.79,2542.75,DCCO wbn
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,1124.79,2490.75,1180.79,2546.75,DCCO wbn
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,1134.79,2494.75,1190.79,2550.75,DCCO adult
high_resolution_photos/2010/Everglades National Park/Rabbit Key/09June10Camera1-Card1-0422.jpg,1138.79,2498.75,1194.79,2554.75,DCCO wbn
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,2174.74,2.72,2230.74,58.72,TRHE site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,2172.74,22.72,2228.74,78.72,TRHE site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,2178.74,26.72,2234.74,82.72,TRHE bird
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1044.73,12.74,1100.73,68.74,LAGU stand
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1085.73,39.74,1141.73,95.74,LAGU site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1165.4,100.07,1221.4,156.07,LAGU stand
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1030.73,150.74,1086.73,206.74,LAGU stand
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1130.73,150.74,1186.73,206.74,LAGU stand
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1210.73,106.74,1266.73,162.74,LAGU stand
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1210.73,130.74,1266.73,186.74,LAGU stand
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1594.74,214.73,1650.74,270.73,BLSK bird
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1590.74,246.73,1646.74,302.73,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1586.74,250.73,1642.74,306.73,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1854.74,252.73,1910.74,308.73,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1854.74,310.73,1910.74,366.73,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,2244.75,534.73,2300.75,590.73,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,2226.75,542.73,2282.75,598.73,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,2270.75,542.73,2326.75,598.73,BLSK bird
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,910.73,666.75,966.73,722.75,LAGU stand
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,890.73,678.75,946.73,734.75,LAGU stand
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1278.74,798.75,1334.74,854.75,LAGU stand
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1258.74,810.75,1314.74,866.75,LAGU stand
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,2130.75,782.74,2186.75,838.74,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,2126.75,802.74,2182.75,858.74,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,2134.75,814.74,2190.75,870.74,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1882.75,850.74,1938.75,906.74,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1886.75,856.74,1942.75,912.74,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1542.75,1082.75,1598.75,1138.75,LAGU site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1538.75,1086.75,1594.75,1142.75,LAGU stand
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1932.76,1310.75,1988.76,1366.75,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1910.76,1310.75,1966.76,1366.75,BLSK site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,326.73,1434.77,382.73,1490.77,LAGU site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,322.73,1458.77,378.73,1514.77,LAGU site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1578.76,1710.76,1634.76,1766.76,TRHE site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1598.76,1718.76,1654.76,1774.76,TRHE bird
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1078.75,2240.77,1134.75,2296.77,TRHE site
high_resolution_photos/2010/Corpus Christi-Aransas Bay/Copano Rattlesnake Point/23June10Camera1-Card1-0566.jpg,1078.75,2258.77,1134.75,2314.77,TRHE site
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2458.95,661.37,2535.95,738.37,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2468.28,676.04,2545.28,753.04,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2444.28,688.04,2521.28,765.04,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2468.28,688.04,2545.28,765.04,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2452.28,696.04,2529.28,773.04,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2460.28,696.04,2537.28,773.04,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2409.48,703.24,2486.48,780.24,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2319.64,816.68,2396.64,893.68,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2449.61,846.72,2526.61,923.72,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2444.28,856.05,2521.28,933.05,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2460.28,856.05,2537.28,933.05,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2440.28,870.05,2517.28,947.05,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2450.28,872.05,2527.28,949.05,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2460.28,872.05,2537.28,949.05,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2408.28,948.06,2485.28,1025.06,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2432.28,948.06,2509.28,1025.06,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2436.28,960.06,2513.28,1037.06,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2404.28,964.06,2481.28,1041.06,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2432.28,970.06,2509.28,1047.06,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2288.27,1252.09,2365.27,1329.09,Bird
high_resolution_photos/2010/Apalachicola East/Flag Island South/12June10Camera1-Card1-0471.jpg,2272.27,1268.09,2349.27,1345.09,Bird
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3736.33,223.99,3801.33,288.99,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3412.9,248.06,3477.9,313.06,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,4568.88,285.22,4633.88,350.22,GREG wbn
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3184.03,299.74,3249.03,364.74,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3912.64,311.79,3977.64,376.79,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3016.65,324.17,3081.65,389.17,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,2837.34,353.02,2902.34,418.02,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,4045.18,474.76,4110.18,539.76,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3210.26,490.24,3275.26,555.24,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3206.26,494.24,3271.26,559.24,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,4497.74,500.48,4562.74,565.48,WOST adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3398.26,526.24,3463.26,591.24,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3402.26,530.24,3467.26,595.24,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3670.75,616.75,3735.75,681.75,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3902.26,618.23,3967.26,683.23,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3906.26,622.23,3971.26,687.23,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3616.51,700.08,3681.51,765.08,MAFR adult
high_resolution_photos/2010/Crystal River/Seahorse Key/11June10Camera1-Card3-0087.jpg,3698.26,746.23,3763.26,811.23,MAFR wbn
